Date,Month,Year,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
10/9/2023,10,2023,APPLE.COM/BILL,APPLE.COM/BILL,2.99,debit,Electronics & Software,Southwest Credit Card,,
10/9/2023,10,2023,LIVING TREASURES LAUREL,LIVING TREASURES LAUREL,7.58,debit,Gift,Southwest Credit Card,,
10/9/2023,10,2023,STARBUCKS XXX-XXX-7282,STARBUCKS XXX-XXX-7282,25,debit,Coffee Shops,Southwest Credit Card,,
10/9/2023,10,2023,STORE*CHICK-FIL-A,STORE*CHICK-FIL-A,47.53,debit,Fast Food,Southwest Credit Card,,
10/8/2023,10,2023,Amazon.com*TE7HW9NK0,Amazon.com*TE7HW9NK0,2.93,debit,Shopping,Southwest Credit Card,,
10/8/2023,10,2023,MOE'S SOUTHWEST GRILL,MOE'S SOUTHWEST GRILL,27.59,debit,Restaurants,Southwest Credit Card,,
10/8/2023,10,2023,TST* Brew Wagon LLC,TST* Brew Wagon LLC,26.45,debit,Alcohol & Bars,Southwest Credit Card,,
10/8/2023,10,2023,TRAX FARMS,TRAX FARMS,66.29,debit,Shopping,Southwest Credit Card,,
10/8/2023,10,2023,METROPOLIS PARKING,METROPOLIS PARKING,14.74,debit,Parking,Southwest Credit Card,,
10/8/2023,10,2023,AGENT FEE   XXXXXXXXX1614,AGENT FEE   XXXXXXXXX1614,3,debit,Fees & Charges,Southwest Credit Card,,
10/8/2023,10,2023,Amazon.com*TXXT768P1,Amazon.com*TXXT768P1,15.87,debit,Shopping,Southwest Credit Card,,
10/8/2023,10,2023,GIANT-EAGLE #0031,GIANT-EAGLE #0031,7.79,debit,Groceries,Southwest Credit Card,,
10/8/2023,10,2023,AMC XX87 WATERFRONT 22,AMC XX87 WATERFRONT 22,12.97,debit,Movies & DVDs,Southwest Credit Card,,
10/8/2023,10,2023,TRAX FARMS,TRAX FARMS,12.7,debit,Shopping,Southwest Credit Card,,
10/8/2023,10,2023,HOFBRAUHAUS,HOFBRAUHAUS,33.04,debit,Restaurants,Southwest Credit Card,,
10/8/2023,10,2023,VERIZON*+PLAY STARZ,VERIZON*+PLAY STARZ,79.49,debit,Home Phone,Southwest Credit Card,,
10/8/2023,10,2023,AMZN Mktp US*TXXG48D31,AMZN Mktp US*TXXG48D31,12.58,debit,Shopping,Southwest Credit Card,,
10/8/2023,10,2023,GIANT-EAGLE #0031,GIANT-EAGLE #0031,60.15,debit,Groceries,Southwest Credit Card,,
10/8/2023,10,2023,AMZN Mktp US*TE2GP23D0,AMZN Mktp US*TE2GP23D0,10.89,debit,Shopping,Southwest Credit Card,,
10/6/2023,10,2023,PHR*AllergyPartnersPLLC,PHR*AllergyPartnersPLLC,50,debit,Doctor,Southwest Credit Card,,
10/6/2023,10,2023,DREWS BREWS CORPORATION,DREWS BREWS CORPORATION,82.21,debit,Alcohol & Bars,Southwest Credit Card,,
10/6/2023,10,2023,SQ *MURRYSVILLE,SQ *MURRYSVILLE,22.42,debit,Coffee Shops,Southwest Credit Card,,
10/6/2023,10,2023,AMC ONLINE 9640,AMC ONLINE 9640,18.26,debit,Movies & DVDs,Southwest Credit Card,,
10/5/2023,10,2023,XXX Market  XXX XXX-3299,XXX Market  XXX XXX-3299,1.65,debit,Groceries,Southwest Credit Card,,
10/5/2023,10,2023,RITE AID X0950,RITE AID X0950,11,debit,Pharmacy,Southwest Credit Card,,
10/5/2023,10,2023,AMZN Mktp US*TXXXX9700,AMZN Mktp US*TXXXX9700,10.8,debit,Shopping,Southwest Credit Card,,
10/4/2023,10,2023,Amazon.com*T95OJ9NO1,Amazon.com*T95OJ9NO1,10.32,debit,Shopping,Southwest Credit Card,,
10/4/2023,10,2023,AMZN Mktp US*TX0D55NF1,AMZN Mktp US*TX0D55NF1,8.47,debit,Shopping,Southwest Credit Card,,
10/4/2023,10,2023,AMZN Mktp US*TX64E5QT0,AMZN Mktp US*TX64E5QT0,32.86,debit,Shopping,Southwest Credit Card,,
10/4/2023,10,2023,XXX Market  XXX XXX-3299,XXX Market  XXX XXX-3299,1.65,debit,Groceries,Southwest Credit Card,,
10/2/2023,10,2023,SUNOCO XXXXXX7700,SUNOCO XXXXXX7700,50.8,debit,Gas & Fuel,Southwest Credit Card,,
10/2/2023,10,2023,AMZN Mktp US*TXXCY0520,AMZN Mktp US*TXXCY0520,21.86,debit,Shopping,Southwest Credit Card,,
10/2/2023,10,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,25.39,debit,Groceries,Southwest Credit Card,,
10/2/2023,10,2023,DSW CENTURY III,DSW CENTURY III,19.99,debit,Clothing,Southwest Credit Card,,
10/2/2023,10,2023,XXX Market  XXX XXX-3299,XXX Market  XXX XXX-3299,5.9,debit,Groceries,Southwest Credit Card,,
10/2/2023,10,2023,XXX Market  XXX XXX-3299,XXX Market  XXX XXX-3299,1.65,debit,Groceries,Southwest Credit Card,,
10/2/2023,10,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,112.39,debit,Groceries,Southwest Credit Card,,
10/2/2023,10,2023,KAY JEWELERS #1095,KAY JEWELERS #1095,388.27,debit,Gift,Southwest Credit Card,,
10/1/2023,10,2023,APPLE.COM/BILL,APPLE.COM/BILL,21.18,debit,Electronics & Software,Southwest Credit Card,,
10/1/2023,10,2023,KOHL'S #0292,KOHL'S #0292,29.99,debit,Clothing,Southwest Credit Card,,
9/30/2023,9,2023,SAMSCLUB #6679,SAMSCLUB #6679,143.87,debit,Shopping,Southwest Credit Card,,
9/30/2023,9,2023,SAMSCLUB #6679,SAMSCLUB #6679,8.98,debit,Shopping,Southwest Credit Card,,
9/30/2023,9,2023,Amazon.com*T10SP6VO1,Amazon.com*T10SP6VO1,7.36,debit,Shopping,Southwest Credit Card,,
9/29/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,38.51,debit,Groceries,Southwest Credit Card,,
9/29/2023,9,2023,APPLE.COM/BILL,APPLE.COM/BILL,6.35,debit,Electronics & Software,Southwest Credit Card,,
9/29/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,48.42,debit,Groceries,Southwest Credit Card,,
9/29/2023,9,2023,TARGET        XXXX2708,TARGET        XXXX2708,74.86,debit,Shopping,Southwest Credit Card,,
9/29/2023,9,2023,BCY*COMPCYCLIST.COM,BCY*COMPCYCLIST.COM,124.99,debit,Sporting Goods,Southwest Credit Card,,
9/28/2023,9,2023,Amazon.com*TX4VO72L0,Amazon.com*TX4VO72L0,6.39,debit,Shopping,Southwest Credit Card,,
9/28/2023,9,2023,UNITED      XXXXXXXXX8201,UNITED      XXXXXXXXX8201,34,credit,Income,Southwest Credit Card,,
9/28/2023,9,2023,APPLE.COM/BILL,APPLE.COM/BILL,1.99,debit,Electronics & Software,Southwest Credit Card,,
9/27/2023,9,2023,AMZN Mktp US*TX3WW8M40,AMZN Mktp US*TX3WW8M40,28.61,debit,Shopping,Southwest Credit Card,,
9/27/2023,9,2023,SP THE PROS CLOSET,SP THE PROS CLOSET,31.78,debit,Sporting Goods,Southwest Credit Card,,
9/26/2023,9,2023,AMZN Mktp US*TX5G65KY2,AMZN Mktp US*TX5G65KY2,10.8,debit,Shopping,Southwest Credit Card,,
9/26/2023,9,2023,Amazon.com*TX2Z84RP2,Amazon.com*TX2Z84RP2,33.96,debit,Shopping,Southwest Credit Card,,
9/26/2023,9,2023,Amazon.com*TX1H10IF2,Amazon.com*TX1H10IF2,52.99,debit,Shopping,Southwest Credit Card,,
9/26/2023,9,2023,AMZN Mktp US*TX5HF0U02,AMZN Mktp US*TX5HF0U02,9.53,debit,Shopping,Southwest Credit Card,,
9/26/2023,9,2023,AMZN Mktp US*TX7H44UL2,AMZN Mktp US*TX7H44UL2,41.01,debit,Shopping,Southwest Credit Card,,
9/26/2023,9,2023,GIANT-EAGLE #0093 CURBSID,GIANT-EAGLE #0093 CURBSID,141.99,debit,Groceries,Southwest Credit Card,,
9/26/2023,9,2023,AMZN Mktp US*T15WP3RX2,AMZN Mktp US*T15WP3RX2,281.39,debit,Shopping,Southwest Credit Card,,
9/26/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,42.72,debit,Groceries,Southwest Credit Card,,
9/26/2023,9,2023,AMZN Mktp US*TXX827IJ2,AMZN Mktp US*TXX827IJ2,12.99,debit,Shopping,Southwest Credit Card,,
9/26/2023,9,2023,AMZN Mktp US*T14JY5IG2,AMZN Mktp US*T14JY5IG2,42.39,debit,Shopping,Southwest Credit Card,,
9/25/2023,9,2023,Amazon.com*TX2CD5I71,Amazon.com*TX2CD5I71,33.91,debit,Shopping,Southwest Credit Card,,
9/25/2023,9,2023,AMZN Mktp US*TX8Z06EB0,AMZN Mktp US*TX8Z06EB0,25.13,debit,Shopping,Southwest Credit Card,,
9/25/2023,9,2023,AMZN Mktp US*TXXF62I81,AMZN Mktp US*TXXF62I81,29.35,debit,Shopping,Southwest Credit Card,,
9/25/2023,9,2023,BIG SHOT B* BIG SHOT B,BIG SHOT B* BIG SHOT B,36.53,debit,Alcohol & Bars,Southwest Credit Card,,
9/25/2023,9,2023,APPLE.COM/BILL,APPLE.COM/BILL,34.95,debit,Electronics & Software,Southwest Credit Card,,
9/25/2023,9,2023,SQ *WAFFALLONIA,SQ *WAFFALLONIA,30.8,debit,Food & Dining,Southwest Credit Card,,
9/25/2023,9,2023,BUSY BEAVER CASTLE SHANNO,BUSY BEAVER CASTLE SHANNO,23.97,debit,Home Improvement,Southwest Credit Card,,
9/24/2023,9,2023,PANERA BREAD #XX2307 P,PANERA BREAD #XX2307 P,14.33,debit,Fast Food,Southwest Credit Card,,
9/24/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,69.05,debit,Groceries,Southwest Credit Card,,
9/24/2023,9,2023,PANERA BREAD #XX2346,PANERA BREAD #XX2346,39.94,debit,Fast Food,Southwest Credit Card,,
9/24/2023,9,2023,AMZN Mktp US*TX5QT84E0,AMZN Mktp US*TX5QT84E0,13.77,debit,Shopping,Southwest Credit Card,,
9/24/2023,9,2023,CHEWY.COM,CHEWY.COM,103.29,debit,Pet Food & Supplies,Southwest Credit Card,,
9/24/2023,9,2023,ZOE'S BEER.,ZOE'S BEER.,70.59,debit,Alcohol & Bars,Southwest Credit Card,,
9/22/2023,9,2023,Amazon Kids+*TXXS08W10,Amazon Kids+*TXXS08W10,4.99,debit,Shopping,Southwest Credit Card,,
9/22/2023,9,2023,HEALTHY PAWS PET INSURAN,HEALTHY PAWS PET INSURAN,72.55,debit,Pets,Southwest Credit Card,,
9/21/2023,9,2023,GIANT-EAGLE #0031,GIANT-EAGLE #0031,24.35,debit,Groceries,Southwest Credit Card,,
9/21/2023,9,2023,AMERICAN AIRXXXXXXXXX3008,AMERICAN AIRXXXXXXXXX3008,549.4,debit,Air Travel,Southwest Credit Card,,
9/21/2023,9,2023,AGENT FEE   XXXXXXXXX7129,AGENT FEE   XXXXXXXXX7129,3,debit,Fees & Charges,Southwest Credit Card,,
9/20/2023,9,2023,ZAP*ZAPPOS.COM,ZAP*ZAPPOS.COM,40.37,debit,Clothing,Southwest Credit Card,,
9/20/2023,9,2023,Amazon.com*TX6SC1I42,Amazon.com*TX6SC1I42,7.6,debit,Shopping,Southwest Credit Card,,
9/20/2023,9,2023,Amazon.com*TXX562YG2,Amazon.com*TXX562YG2,11.23,debit,Shopping,Southwest Credit Card,,
9/20/2023,9,2023,GOOGLE *YouTubePremium,GOOGLE *YouTubePremium,13.99,debit,Television,Southwest Credit Card,,
9/20/2023,9,2023,RITE AID X0950,RITE AID X0950,12.35,debit,Pharmacy,Southwest Credit Card,,
9/19/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,17.26,debit,Groceries,Southwest Credit Card,,
9/19/2023,9,2023,AMZN Mktp US*TX2RO5KO2,AMZN Mktp US*TX2RO5KO2,39.98,debit,Shopping,Southwest Credit Card,,
9/19/2023,9,2023,GIANT-EAGLE #0093 CURBSID,GIANT-EAGLE #0093 CURBSID,78.47,debit,Groceries,Southwest Credit Card,,
9/19/2023,9,2023,GET GO #3616,GET GO #3616,53,debit,Gas & Fuel,Southwest Credit Card,,
9/18/2023,9,2023,AMZN Mktp US*TX7FH2V90,AMZN Mktp US*TX7FH2V90,84.77,debit,Shopping,Southwest Credit Card,,
9/18/2023,9,2023,GRIST HOUSE CRAFT BREW,GRIST HOUSE CRAFT BREW,80,debit,Alcohol & Bars,Southwest Credit Card,,
9/18/2023,9,2023,SSA PITTSBURGH ZOO,SSA PITTSBURGH ZOO,21.35,debit,Restaurants,Southwest Credit Card,,
9/18/2023,9,2023,Amazon.com*TR5RF6RN1,Amazon.com*TR5RF6RN1,2.93,debit,Shopping,Southwest Credit Card,,
9/17/2023,9,2023,TST* Totopo Mexican Kitch,TST* Totopo Mexican Kitch,44.29,debit,Restaurants,Southwest Credit Card,,
9/17/2023,9,2023,AMZN Mktp US*TX1MZ3ED2,AMZN Mktp US*TX1MZ3ED2,9.53,debit,Shopping,Southwest Credit Card,,
9/17/2023,9,2023,SQ *FIVE POINTS ARTISAN B,SQ *FIVE POINTS ARTISAN B,13.19,debit,Restaurants,Southwest Credit Card,,
9/17/2023,9,2023,CASH ADVANCE INTEREST CHA,CASH ADVANCE INTEREST CHA,0.3,debit,Finance Charge,Southwest Credit Card,,
9/17/2023,9,2023,HITCHHIKER BREWING CO,HITCHHIKER BREWING CO,19.12,debit,Restaurants,Southwest Credit Card,,
9/17/2023,9,2023,Prime Video Channels,Prime Video Channels,15.99,debit,Movies & DVDs,Southwest Credit Card,,
9/17/2023,9,2023,THE ROBERT AXLE PROJECT,THE ROBERT AXLE PROJECT,55.5,debit,Sporting Goods,Southwest Credit Card,,
9/17/2023,9,2023,Amazon.com*TRX0W9S11,Amazon.com*TRX0W9S11,5.27,debit,Shopping,Southwest Credit Card,,
9/17/2023,9,2023,SAMSCLUB #6679,SAMSCLUB #6679,174.39,debit,Shopping,Southwest Credit Card,,
9/17/2023,9,2023,APPLE.COM/BILL,APPLE.COM/BILL,6.35,debit,Electronics & Software,Southwest Credit Card,,
9/15/2023,9,2023,AMZN Mktp US*TX4P85FB0,AMZN Mktp US*TX4P85FB0,6.35,debit,Shopping,Southwest Credit Card,,
9/15/2023,9,2023,WWW COSTCO COM,WWW COSTCO COM,26.99,debit,Shopping,Southwest Credit Card,,
9/15/2023,9,2023,AMAIN SPORTS & HOBBIES,AMAIN SPORTS & HOBBIES,49.8,debit,Hobbies,Southwest Credit Card,,
9/15/2023,9,2023,Amazon.com*TX2LN0LQ0,Amazon.com*TX2LN0LQ0,19.39,debit,Shopping,Southwest Credit Card,,
9/14/2023,9,2023,XXX Market  XXX XXX-3299,XXX Market  XXX XXX-3299,4.37,debit,Groceries,Southwest Credit Card,,
9/14/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,38.39,debit,Groceries,Southwest Credit Card,,
9/13/2023,9,2023,WHEELS MANUFACTORING - WE,WHEELS MANUFACTORING - WE,36.47,debit,Business Services,Southwest Credit Card,,
9/13/2023,9,2023,XXX Market  XXX XXX-3299,XXX Market  XXX XXX-3299,1.65,debit,Groceries,Southwest Credit Card,,
9/13/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,34.04,debit,Groceries,Southwest Credit Card,,
9/13/2023,9,2023,THE HOME DEPOT #4115,THE HOME DEPOT #4115,169.5,debit,Home Improvement,Southwest Credit Card,,
9/12/2023,9,2023,AMZN Mktp US*TR5LR48S2,AMZN Mktp US*TR5LR48S2,21.18,debit,Shopping,Southwest Credit Card,,
9/12/2023,9,2023,Amazon.com*TRXX10Q20,Amazon.com*TRXX10Q20,58.81,debit,Shopping,Southwest Credit Card,,
9/12/2023,9,2023,FIORI'S PIZZA,FIORI'S PIZZA,72.55,debit,Restaurants,Southwest Credit Card,,
9/12/2023,9,2023,Prime Video Channels,Prime Video Channels,3.74,debit,Movies & DVDs,Southwest Credit Card,,
9/11/2023,9,2023,APPLE.COM/BILL,APPLE.COM/BILL,9.99,debit,Electronics & Software,Southwest Credit Card,,
9/11/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,22.46,debit,Groceries,Southwest Credit Card,,
9/11/2023,9,2023,GIANT-EAGLE #0031,GIANT-EAGLE #0031,1.99,debit,Groceries,Southwest Credit Card,,
9/11/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,18.19,debit,Groceries,Southwest Credit Card,,
9/11/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,77.64,debit,Groceries,Southwest Credit Card,,
9/10/2023,9,2023,HOLIDAY INN NEWARK,HOLIDAY INN NEWARK,228.58,debit,Hotel,Southwest Credit Card,,
9/10/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,96.74,debit,Groceries,Southwest Credit Card,,
9/10/2023,9,2023,APPLE.COM/BILL,APPLE.COM/BILL,2.99,debit,Electronics & Software,Southwest Credit Card,,
9/10/2023,9,2023,GET GO #3667,GET GO #3667,9.1,debit,Gas & Fuel,Southwest Credit Card,,
9/10/2023,9,2023,GARDEN STATE FOOD GROUP A,GARDEN STATE FOOD GROUP A,21.29,debit,Groceries,Southwest Credit Card,,
9/10/2023,9,2023,PIT PARKING/LAZ-2,PIT PARKING/LAZ-2,69,debit,Parking,Southwest Credit Card,,
9/10/2023,9,2023,GET GO #3667,GET GO #3667,22.19,debit,Gas & Fuel,Southwest Credit Card,,
9/10/2023,9,2023,GIANT-EAGLE #0073,GIANT-EAGLE #0073,16.92,debit,Groceries,Southwest Credit Card,,
9/10/2023,9,2023,Amazon.com*TRXW180R0,Amazon.com*TRXW180R0,12.69,debit,Shopping,Southwest Credit Card,,
9/10/2023,9,2023,PASTRIES A LA CARTE INC,PASTRIES A LA CARTE INC,10.8,debit,Restaurants,Southwest Credit Card,,
9/9/2023,9,2023,STARBUCKS TC83 EWR,STARBUCKS TC83 EWR,11.2,debit,Coffee Shops,Southwest Credit Card,,
9/9/2023,9,2023,AUSTIN AIRPORT-F&B,AUSTIN AIRPORT-F&B,18.39,debit,Fast Food,Southwest Credit Card,,
9/9/2023,9,2023,EWR C1 SURF MARKET,EWR C1 SURF MARKET,6.21,debit,Groceries,Southwest Credit Card,,
9/9/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,31.02,debit,Groceries,Southwest Credit Card,,
9/9/2023,9,2023,UNITED      XXXXXXXXX8201,UNITED      XXXXXXXXX8201,34,debit,Air Travel,Southwest Credit Card,,
9/9/2023,9,2023,SUNOCO XXXXXX5604,SUNOCO XXXXXX5604,54.26,debit,Gas & Fuel,Southwest Credit Card,,
9/8/2023,9,2023,WWW COSTCO COM,WWW COSTCO COM,44.99,debit,Shopping,Southwest Credit Card,,
9/8/2023,9,2023,WWW COSTCO COM,WWW COSTCO COM,21.99,debit,Shopping,Southwest Credit Card,,
9/8/2023,9,2023,Amazon.com*TR9AH94S2,Amazon.com*TR9AH94S2,11.06,debit,Shopping,Southwest Credit Card,,
9/8/2023,9,2023,AMZN Mktp US*TR1NL1N32,AMZN Mktp US*TR1NL1N32,7.18,debit,Shopping,Southwest Credit Card,,
9/8/2023,9,2023,UBER   TRIP,UBER   TRIP,11.58,debit,Ride Share,Southwest Credit Card,,
9/7/2023,9,2023,SP NORTHWEST BIKE,SP NORTHWEST BIKE,15.75,debit,Sporting Goods,Southwest Credit Card,,
9/7/2023,9,2023,AMZN Mktp US*TL4F98IP0,AMZN Mktp US*TL4F98IP0,3.88,debit,Shopping,Southwest Credit Card,,
9/7/2023,9,2023,STARBUCKS D15 IAD,STARBUCKS D15 IAD,13.2,debit,Coffee Shops,Southwest Credit Card,,
9/7/2023,9,2023,WWP*CUSTOM TURF INC.,WWP*CUSTOM TURF INC.,50.56,debit,Lawn & Garden,Southwest Credit Card,,
9/7/2023,9,2023,UA INFLT    XXXXXXXXX2287,UA INFLT    XXXXXXXXX2287,8,debit,Air Travel,Southwest Credit Card,,
9/6/2023,9,2023,THE HOME DEPOT 4156,THE HOME DEPOT 4156,31.9,debit,Home Improvement,Southwest Credit Card,,
9/6/2023,9,2023,STARBUCKS XXX-XXX-7282,STARBUCKS XXX-XXX-7282,25,debit,Coffee Shops,Southwest Credit Card,,
9/6/2023,9,2023,HUDSON ST1807,HUDSON ST1807,17.82,debit,Newspapers & Magazines,Southwest Credit Card,,
9/6/2023,9,2023,UBER   TRIP,UBER   TRIP,90.56,debit,Ride Share,Southwest Credit Card,,
9/6/2023,9,2023,RITE AID X0950,RITE AID X0950,29.02,debit,Pharmacy,Southwest Credit Card,,
9/6/2023,9,2023,BCY*COMPCYCLIST.COM,BCY*COMPCYCLIST.COM,90.67,debit,Sporting Goods,Southwest Credit Card,,
9/5/2023,9,2023,GET GO #3616,GET GO #3616,2.79,debit,Gas & Fuel,Southwest Credit Card,,
9/5/2023,9,2023,AMZN Mktp US*TL2DO8JD1,AMZN Mktp US*TL2DO8JD1,16.95,debit,Shopping,Southwest Credit Card,,
9/5/2023,9,2023,AMZN Mktp US*TLX2C6V40,AMZN Mktp US*TLX2C6V40,13.56,debit,Shopping,Southwest Credit Card,,
9/5/2023,9,2023,SHEETZ ECOMMERXXXX0125,SHEETZ ECOMMERXXXX0125,12.92,debit,Gas & Fuel,Southwest Credit Card,,
9/5/2023,9,2023,GET GO #3616,GET GO #3616,45.06,debit,Gas & Fuel,Southwest Credit Card,,
9/4/2023,9,2023,AMZN Mktp US*TL3NX6L41,AMZN Mktp US*TL3NX6L41,18.01,debit,Shopping,Southwest Credit Card,,
9/4/2023,9,2023,HARVARD BUS EDUCATION,HARVARD BUS EDUCATION,13.65,debit,Books,Southwest Credit Card,,
9/4/2023,9,2023,AMZN Mktp US*TL48R1ZN1,AMZN Mktp US*TL48R1ZN1,13.77,debit,Shopping,Southwest Credit Card,,
9/4/2023,9,2023,TRANSACTION FEE,TRANSACTION FEE,10,debit,Service Fee,Southwest Credit Card,,
9/4/2023,9,2023,APPLE.COM/BILL,APPLE.COM/BILL,16.95,debit,Electronics & Software,Southwest Credit Card,,
9/4/2023,9,2023,BARSTOOL SPORTSBOOK,BARSTOOL SPORTSBOOK,20,debit,Entertainment,Southwest Credit Card,,
9/3/2023,9,2023,DUFFYS BEER,DUFFYS BEER,53.9,debit,Alcohol & Bars,Southwest Credit Card,,
9/3/2023,9,2023,APPLE.COM/BILL,APPLE.COM/BILL,84.79,debit,Electronics & Software,Southwest Credit Card,,
9/3/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,78.06,debit,Groceries,Southwest Credit Card,,
9/3/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,27.8,debit,Groceries,Southwest Credit Card,,
9/3/2023,9,2023,APPLE.COM/BILL,APPLE.COM/BILL,8.47,debit,Electronics & Software,Southwest Credit Card,,
9/1/2023,9,2023,BARSTOOL SPORTSBOOK,BARSTOOL SPORTSBOOK,20,debit,Entertainment,Southwest Credit Card,,
9/1/2023,9,2023,RITE AID X0950,RITE AID X0950,16,debit,Pharmacy,Southwest Credit Card,,
9/1/2023,9,2023,PASTRIES A LA CARTE INC,PASTRIES A LA CARTE INC,91.95,debit,Restaurants,Southwest Credit Card,,
9/1/2023,9,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,24.16,debit,Groceries,Southwest Credit Card,,
9/1/2023,9,2023,TRANSACTION FEE,TRANSACTION FEE,10,debit,Service Fee,Southwest Credit Card,,
8/31/2023,8,2023,UNIVERSAL CYCLES,UNIVERSAL CYCLES,110.69,debit,Sporting Goods,Southwest Credit Card,,
8/31/2023,8,2023,SP ENDURO BEARINGS,SP ENDURO BEARINGS,22.45,debit,Sporting Goods,Southwest Credit Card,,
8/31/2023,8,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,16.29,debit,Groceries,Southwest Credit Card,,
8/29/2023,8,2023,SUNOCO XXXXXX2200,SUNOCO XXXXXX2200,36.02,debit,Gas & Fuel,Southwest Credit Card,,
8/29/2023,8,2023,AMZN Mktp US*T32GY4SS0,AMZN Mktp US*T32GY4SS0,22.71,debit,Shopping,Southwest Credit Card,,
8/29/2023,8,2023,Amazon.com*TX2PJ39L2,Amazon.com*TX2PJ39L2,10.07,debit,Shopping,Southwest Credit Card,,
8/29/2023,8,2023,AMZN Mktp US*TX60V9GR1,AMZN Mktp US*TX60V9GR1,44.03,debit,Shopping,Southwest Credit Card,,
8/29/2023,8,2023,Amazon.com*TXX4K8S00,Amazon.com*TXX4K8S00,16.38,debit,Shopping,Southwest Credit Card,,
8/29/2023,8,2023,AMZN Mktp US*TX6TR29W2,AMZN Mktp US*TX6TR29W2,104.94,debit,Shopping,Southwest Credit Card,,
8/28/2023,8,2023,Amazon.com*TX2V72BN0,Amazon.com*TX2V72BN0,9.94,debit,Shopping,Southwest Credit Card,,
8/28/2023,8,2023,MOTOR CITY BEVERAGE,MOTOR CITY BEVERAGE,10,debit,Alcohol & Bars,Southwest Credit Card,,
8/28/2023,8,2023,OHIO TURNPIKE PLAZA,OHIO TURNPIKE PLAZA,1.75,debit,Parking,Southwest Credit Card,,
8/28/2023,8,2023,LYFT   RIDE SAT 10PM,LYFT   RIDE SAT 10PM,10,debit,Ride Share,Southwest Credit Card,,
8/28/2023,8,2023,GIANT-EAGLE #0093,GIANT-EAGLE #0093,43.71,debit,Groceries,Southwest Credit Card,,
8/28/2023,8,2023,APPLE.COM/BILL,APPLE.COM/BILL,6.35,debit,Electronics & Software,Southwest Credit Card,,
8/28/2023,8,2023,CHIPOTLE ONLINE,CHIPOTLE ONLINE,17.44,debit,Fast Food,Southwest Credit Card,,
8/28/2023,8,2023,KROGER 536,KROGER 536,23,debit,Groceries,Southwest Credit Card,,
8/28/2023,8,2023,KROGER 536,KROGER 536,14.43,debit,Groceries,Southwest Credit Card,,
8/28/2023,8,2023,STARBUCKS STORE X7732,STARBUCKS STORE X7732,27.09,debit,Coffee Shops,Southwest Credit Card,,
8/28/2023,8,2023,SUNOCO XXXXXX8400,SUNOCO XXXXXX8400,45.61,debit,Gas & Fuel,Southwest Credit Card,,
8/28/2023,8,2023,MOTOR CITY HOTEL FD,MOTOR CITY HOTEL FD,251.85,debit,Hotel,Southwest Credit Card,,
8/28/2023,8,2023,AMZN Mktp US*TX9RV66E2,AMZN Mktp US*TX9RV66E2,12.71,debit,Shopping,Southwest Credit Card,,
8/28/2023,8,2023,AMZN Mktp US*TXXXO1001,AMZN Mktp US*TXXXO1001,65.93,debit,Shopping,Southwest Credit Card,,
8/28/2023,8,2023,MOTOR CITY BEVERAGE,MOTOR CITY BEVERAGE,9,debit,Alcohol & Bars,Southwest Credit Card,,
8/28/2023,8,2023,MOTOR CITY FOOD,MOTOR CITY FOOD,8,debit,Auto & Transport,Southwest Credit Card,,
8/28/2023,8,2023,MOTOR CITY FOOD,MOTOR CITY FOOD,11,debit,Auto & Transport,Southwest Credit Card,,
8/27/2023,8,2023,OHIO TURNPIKE PLAZA,OHIO TURNPIKE PLAZA,15.25,debit,Parking,Southwest Credit Card,,
8/27/2023,8,2023,STARBUCKS STORE X0119,STARBUCKS STORE X0119,12.93,debit,Coffee Shops,Southwest Credit Card,,
8/27/2023,8,2023,VENDING XXXX-XXX-8728,VENDING XXXX-XXX-8728,3.35,debit,Fast Food,Southwest Credit Card,,
8/27/2023,8,2023,WAYFAIR*Wayfair,WAYFAIR*Wayfair,177.61,debit,Furnishings,Southwest Credit Card,,
8/27/2023,8,2023,LYFT   RIDE SAT 3PM,LYFT   RIDE SAT 3PM,13,debit,Ride Share,Southwest Credit Card,,
8/27/2023,8,2023,AMZN Mktp US*T31SO5AY2,AMZN Mktp US*T31SO5AY2,12.71,debit,Shopping,Southwest Credit Card,,
